"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"1","1CMET2-PWY",0.000214553192545371,0.00168066667493874,0.518848077743792,-0.697184103646488,-2.24768138188192,13,"ECB_RS12865,ECB_RS14140,ECB_RS14470,ECB_RS14465,ECB_RS02490,ECB_RS00605,ECB_RS06415,ECB_RS14475,ECB_RS20690"
"2","3-HYDROXYPHENYLACETATE-DEGRADATION-PWY",0.0729166666666667,0.160144080996885,0.219250346703755,0.558120805369128,1.45942860813233,8,"ECB_RS22500,ECB_RS22535,ECB_RS22515,ECB_RS22540,ECB_RS22520,ECB_RS13285,ECB_RS22525,ECB_RS22530"
"3","4AMINOBUTMETAB-PWY",0.961678832116788,0.97833127942617,0.0432768714901103,0.271922639509363,0.552810795657102,4,"ECB_RS13290,ECB_RS13285,ECB_RS07845"
"4","ACETATEUTIL-PWY",0.732838589981447,0.828691545238902,0.0565299525056311,0.362893847609656,0.794271681005779,5,"ECB_RS20965,ECB_RS12380"
"5","ACETOACETATE-DEG-PWY",0.0921052631578947,0.180372347071738,0.20207170902116,0.746112600536193,1.35735774058174,3,"ECB_RS11325,ECB_RS11320,ECB_RS11335"
"6","ALADEG-PWY",0.661654135338346,0.785296574770259,0.0619762736001998,0.48102985204975,0.875108653387428,3,"ECB_RS06185,ECB_RS06190"
"7","ALANINE-VALINESYN-PWY",0.196035242290749,0.302505864179873,0.14641623786055,-0.614114980605498,-1.26500756641974,4,"ECB_RS19305,ECB_RS18130,ECB_RS20880"
"8","ALL-CHORISMATE-PWY",4.31244105502883e-07,1.68903941321963e-05,0.674962860011025,-0.562086379763922,-2.55712669305212,42,"ECB_RS10975,ECB_RS13140,ECB_RS04920,ECB_RS03770,ECB_RS11860,ECB_RS06555,ECB_RS02925,ECB_RS06550,ECB_RS17145,ECB_RS08735,ECB_RS19305,ECB_RS04820,ECB_RS13150,ECB_RS06570,ECB_RS06565,ECB_RS01760,ECB_RS13145,ECB_RS08770,ECB_RS20885,ECB_RS08835,ECB_RS11770,ECB_RS17150,ECB_RS00735,ECB_RS09710,ECB_RS06560"
"9","AMMASSIM-PWY",3.06656750564164e-05,0.000360321681912892,0.557332238758646,-0.975603217158177,-1.81920442286198,3,"ECB_RS16260,ECB_RS19900,ECB_RS16255"
"10","ANARESP1-PWY",0.0405405405405405,0.104692604692605,0.294066672318865,0.427072274733173,1.52038127772265,23,"ECB_RS01520,ECB_RS21410,ECB_RS21415,ECB_RS13595,ECB_RS13605,ECB_RS21420,ECB_RS08345,ECB_RS08350,ECB_RS13600,ECB_RS21425,ECB_RS06660,ECB_RS13585,ECB_RS13580,ECB_RS13590"
"11","ARABCAT-PWY",0.0200433283199565,0.056749182592648,0.352487857583619,0.732296137339056,1.60278849539485,5,"ECB_RS00335,ECB_RS00325,ECB_RS21635,ECB_RS00330,ECB_RS18190"
"12","ARG+POLYAMINE-SYN",0.141176470588235,0.241007194244604,0.181383128498408,-0.367205061171402,-1.30297560340988,18,"ECB_RS00185,ECB_RS00190,ECB_RS00630,ECB_RS20380,ECB_RS20385,ECB_RS20390,ECB_RS16055,ECB_RS14095,ECB_RS21920,ECB_RS16990,ECB_RS20375"
"13","ARGDEG-PWY",0.649029982363316,0.781087069864442,0.0598603117764473,0.289739875411494,0.850427775248714,12,"ECB_RS15560,ECB_RS07440"
"14","ARGSYN-PWY",0.0892448512585812,0.179252479023646,0.227987202850442,-0.486562144813812,-1.48363452914746,11,"ECB_RS00185,ECB_RS00190,ECB_RS20380,ECB_RS20385,ECB_RS20390,ECB_RS16055,ECB_RS14095,ECB_RS21920,ECB_RS16990,ECB_RS20375"
"15","ARO-PWY",0.000765463094898142,0.00419027209519785,0.477270815362862,-0.705979353940661,-2.15268564876207,11,"ECB_RS03770,ECB_RS11860,ECB_RS17145,ECB_RS04820,ECB_RS13150,ECB_RS01760,ECB_RS08770,ECB_RS08835,ECB_RS17150"
"16","ASPASN-PWY",0.187919463087248,0.296666666666667,0.151148761385484,-0.522418550056788,-1.28154012459635,6,"ECB_RS04920,ECB_RS09165,ECB_RS03320,ECB_RS19175"
"17","AST-PWY",7.34940248192495e-10,5.75703194417454e-08,0.801215574617779,0.986856223175966,2.15994830569878,5,"ECB_RS09060,ECB_RS09055,ECB_RS09050,ECB_RS09040,ECB_RS09045"
"18","BIOTIN-BIOSYNTHESIS-PWY",0.0250639200627492,0.068488618776117,0.352487857583619,-0.601033389438354,-1.71983775557819,9,"ECB_RS00925,ECB_RS06730,ECB_RS03970,ECB_RS03975,ECB_RS03965,ECB_RS03955,ECB_RS05780,ECB_RS03960"
"19","BRANCHED-CHAIN-AA-SYN-PWY",1.88035386184568e-05,0.000294588771689156,0.575610261071129,-0.697753454792083,-2.36283049367942,16,"ECB_RS19325,ECB_RS00385,ECB_RS19310,ECB_RS19315,ECB_RS19300,ECB_RS19295,ECB_RS00390,ECB_RS19305,ECB_RS00380,ECB_RS00415,ECB_RS20885,ECB_RS00395,ECB_RS00410"
"20","COBALSYN-PWY",0.974082073434125,0.982443292948581,0.0503964322442957,-0.23119018026412,-0.527987727147291,5,"ECB_RS06605,ECB_RS03160"
"21","COLANSYN-PWY",0.765845070422535,0.861117662915291,0.0520570030732099,0.286709012318472,0.773873219186093,9,"ECB_RS10360,ECB_RS10380,ECB_RS10375,ECB_RS10240,ECB_RS10355"
"22","COMPLETE-ARO-PWY",6.08070296384313e-08,2.85793039300627e-06,0.704975715167238,-0.729728180891,-2.71884379047879,21,"ECB_RS13140,ECB_RS04920,ECB_RS03770,ECB_RS11860,ECB_RS06555,ECB_RS06550,ECB_RS17145,ECB_RS19305,ECB_RS04820,ECB_RS13150,ECB_RS06570,ECB_RS06565,ECB_RS01760,ECB_RS13145,ECB_RS08770,ECB_RS20885,ECB_RS08835,ECB_RS17150,ECB_RS06560"
"23","CYANCAT-PWY",0.81063829787234,0.881944444444445,0.0582216241124161,-0.397219308887509,-0.740693666098454,3,"ECB_RS00655"
"24","CYSTSYN-PWY",0.138297872340426,0.241007194244604,0.173747838999571,-0.711528150134048,-1.32678442931456,3,"ECB_RS12205,ECB_RS12240,ECB_RS18350"
"25","DAPLYSINESYN-PWY",0.0019936384902801,0.0085182735493786,0.431707695803346,-0.674456083803384,-1.97586161267324,10,"ECB_RS00010,ECB_RS17375,ECB_RS20715,ECB_RS00855,ECB_RS12495,ECB_RS20285,ECB_RS14205,ECB_RS16990,ECB_RS00170,ECB_RS19505"
"26","DENOVOPURINE2-PWY",6.76303534597353e-10,5.75703194417454e-08,0.801215574617779,-0.78685508884799,-2.89126082417289,20,"ECB_RS05985,ECB_RS13360,ECB_RS12645,ECB_RS02460,ECB_RS12895,ECB_RS02225,ECB_RS11775,ECB_RS12480,ECB_RS12650,ECB_RS20620,ECB_RS20625,ECB_RS12700,ECB_RS21530,ECB_RS12600,ECB_RS09625,ECB_RS02455,ECB_RS13355,ECB_RS11385"
"27","DETOX1-PWY",0.552875695732839,0.694661797948183,0.070113215764256,0.42588438114796,0.932140088779766,5,"ECB_RS08530,ECB_RS18755,ECB_RS08975"
"28","DTDPRHAMSYN-PWY",0.00143964728011854,0.00680753363980261,0.45505986738723,-0.793667829353367,-1.94693922872201,6,"ECB_RS19395,ECB_RS10315,ECB_RS10305,ECB_RS10320,ECB_RS19400,ECB_RS10310"
"29","ECASYN-PWY",0.0012259773669619,0.00626314524426187,0.45505986738723,-0.692477419689763,-2.11151529451559,11,"ECB_RS19390,ECB_RS19395,ECB_RS19385,ECB_RS10320,ECB_RS19375,ECB_RS19400,ECB_RS19410,ECB_RS10310,ECB_RS19405,ECB_RS19420"
"30","FAO-PWY",2.03034375679464e-05,0.000298206739279213,0.575610261071129,0.823914983575901,2.22387756673409,9,"ECB_RS01140,ECB_RS09370,ECB_RS11920,ECB_RS19775,ECB_RS19770,ECB_RS11915"
"31","FASYN-ELONG-PWY",0.0799136069114471,0.170724523856273,0.234392647294686,-0.660944206008584,-1.5094517799284,5,"ECB_RS00925,ECB_RS06730,ECB_RS05790,ECB_RS05055,ECB_RS05780"
"32","FASYN-INITIAL-PWY",0.225531914893617,0.333333333333333,0.132846300606183,-0.663007063414759,-1.23630730294866,3,"ECB_RS05775,ECB_RS05790"
"33","FERMENTATION-PWY",0.0221899655895265,0.0619408330317944,0.352487857583619,0.435450020735817,1.61408348634057,26,"ECB_RS01520,ECB_RS21410,ECB_RS21415,ECB_RS13595,ECB_RS13605,ECB_RS21420,ECB_RS08345,ECB_RS12380,ECB_RS08350,ECB_RS13600,ECB_RS21425,ECB_RS06660,ECB_RS13585,ECB_RS13580,ECB_RS13590"
"34","FUC-RHAMCAT-PWY",0.20979020979021,0.314017192998085,0.12384217120105,0.446802462113694,1.24649898760696,10,"ECB_RS07275,ECB_RS20085,ECB_RS20090,ECB_RS20080,ECB_RS14020,ECB_RS13970,ECB_RS14015,ECB_RS20075,ECB_RS14025,ECB_RS18340"
"35","FUCCAT-PWY",0.706766917293233,0.810196222262974,0.0588438169595807,0.459249329758713,0.835484660300585,3,"ECB_RS14020,ECB_RS14015,ECB_RS14025"
"36","GALACT-GLUCUROCAT-PWY",0.47027027027027,0.600616921269095,0.0768736734126542,0.434397638851623,1.00931444372158,6,"ECB_RS08375,ECB_RS07825,ECB_RS15660,ECB_RS22330,ECB_RS22325,ECB_RS15655"
"37","GALACTARDEG-PWY",6.71795688594359e-05,0.000631487947278698,0.538434096309916,0.93349423437919,1.89776655367715,4,"ECB_RS15810,ECB_RS15805,ECB_RS15820,ECB_RS15800"
"38","GALACTCAT-PWY",0.456204379562044,0.585836225120657,0.0791316651768349,0.498793242156074,1.01403211428885,4,"ECB_RS18910,ECB_RS18905,ECB_RS18915,ECB_RS19700"
"39","GALACTITOLCAT-PWY",0.0909090909090909,0.180372347071738,0.20207170902116,0.652628755364807,1.42841919754421,5,"ECB_RS10665,ECB_RS10695,ECB_RS08930,ECB_RS15840,ECB_RS15875"
"40","GALACTMETAB-PWY",0.000719755208977035,0.00419027209519785,0.477270815362862,-0.890587288817377,-1.83450932559964,4,"ECB_RS03795,ECB_RS03790,ECB_RS03780,ECB_RS03785"
"41","GALACTUROCAT-PWY",0.774436090225564,0.866630862871464,0.0545680646670941,0.434048257372654,0.78963786633196,3,"ECB_RS07825,ECB_RS15660,ECB_RS15655"
"42","GLCMANNANAUT-PWY",0.161410018552876,0.261595547309833,0.148261500475107,0.610680777255602,1.33660697392274,5,"ECB_RS16285,ECB_RS16295,ECB_RS16280,ECB_RS03340"
"43","GLUCARDEG-PWY",0.000288208129587548,0.00211652845165855,0.49849310876659,0.90721373022258,1.84433905518236,4,"ECB_RS15810,ECB_RS15805,ECB_RS15800,ECB_RS13905"
"44","GLUCARGALACTSUPER-PWY",4.68771958321595e-05,0.000500733682752613,0.557332238758646,0.907457081545064,1.9861661098611,5,"ECB_RS15810,ECB_RS15805,ECB_RS15820,ECB_RS15800,ECB_RS13905"
"45","GLUCONEO-PWY",0.873271889400922,0.924198460468574,0.0584693210386381,-0.192919876958963,-0.673369538400484,17,"ECB_RS09225,ECB_RS14570,ECB_RS07620,ECB_RS18375,ECB_RS14575,ECB_RS20175,ECB_RS13865,ECB_RS20720,ECB_RS12405"
"46","GLUCOSE1PMETAB-PWY",0.375,0.509393063583815,0.0870515867946735,0.411026221823849,1.07479137321451,8,"ECB_RS05310,ECB_RS01735,ECB_RS19980,ECB_RS12090,ECB_RS19610,ECB_RS18930,ECB_RS04205,ECB_RS03400"
"47","GLUCUROCAT-PWY",0.569343065693431,0.704187475989243,0.0678338263479455,0.45964065433092,0.93443604510274,4,"ECB_RS08375,ECB_RS15660,ECB_RS22330,ECB_RS22325"
"48","GLUTAMINDEG-PWY",0.00179847892865068,0.00797438770250772,0.45505986738723,-0.719151209089059,-1.959546386831,8,"ECB_RS16260,ECB_RS00185,ECB_RS16255,ECB_RS00190,ECB_RS12645"
"49","GLUTORN-PWY",0.443243243243243,0.572319572319572,0.0799858801499946,0.445342354214622,1.03474427646077,6,"ECB_RS09060"
"50","GLUTSYNIII-PWY",3.06656750564164e-05,0.000360321681912892,0.557332238758646,-0.975603217158177,-1.81920442286198,3,"ECB_RS09125,ECB_RS16260,ECB_RS16255"
"51","GLYCEROLMETAB-PWY",0.422907488986784,0.552129221732746,0.0937465422491719,-0.495835698261836,-1.02136559082764,4,"ECB_RS06240,ECB_RS06230,ECB_RS06235"
"52","GLYCLEAV-PWY",0.00385768479294566,0.0141649363490974,0.431707695803346,-0.846875838026281,-1.74446866914895,4,"ECB_RS14470,ECB_RS14465,ECB_RS00605,ECB_RS14475"
"53","GLYCOCAT-PWY",0.118568232662192,0.217683864653244,0.193813302725311,-0.574484781083338,-1.40926331549333,6,"ECB_RS17290,ECB_RS01840"
"54","GLYCOGENSYNTH-PWY",0.61063829787234,0.75130890052356,0.072003313661988,-0.476943699731903,-0.889355501036401,3,"ECB_RS03400,ECB_RS17355,ECB_RS17360"
"55","GLYCOL-GLYOXDEG-PWY",0.000531836021171931,0.00367592544045305,0.477270815362862,0.711056333275291,2.02611815629578,11,"ECB_RS15045,ECB_RS15040,ECB_RS15035,ECB_RS15025,ECB_RS15805,ECB_RS07275,ECB_RS02385"
"56","GLYCOLATEMET-PWY",0.00171980113464664,0.00777217820465307,0.45505986738723,0.756307031669351,1.86338913969408,7,"ECB_RS15045,ECB_RS15040,ECB_RS15035,ECB_RS15805,ECB_RS02385,ECB_RS02395,ECB_RS02415"
"57","GLYCOLYSIS",0.937046004842615,0.965814961131643,0.0574877409561325,-0.184288404627388,-0.624063211861669,16,"ECB_RS09225,ECB_RS14570,ECB_RS18375,ECB_RS14575,ECB_RS20175,ECB_RS13865,ECB_RS20720,ECB_RS09655,ECB_RS03830,ECB_RS20205,ECB_RS21815,ECB_RS08820,ECB_RS01735,ECB_RS10700,ECB_RS08930,ECB_RS14595"
"58","GLYCOLYSIS-E-D",0.804705882352941,0.879562243502052,0.0633597010643758,-0.209371360050844,-0.742924875078604,18,"ECB_RS09640,ECB_RS09225,ECB_RS14570,ECB_RS18375,ECB_RS14575,ECB_RS20175,ECB_RS13865,ECB_RS09635,ECB_RS20720,ECB_RS09655"
"59","GLYCOLYSIS-TCA-GLYOX-BYPASS",0.249363867684478,0.361731536455879,0.13880510939114,-0.263472972262794,-1.15719849326982,38,"ECB_RS00595,ECB_RS00600,ECB_RS03615,ECB_RS03620,ECB_RS03625,ECB_RS09225,ECB_RS06010,ECB_RS00605,ECB_RS14570,ECB_RS03630,ECB_RS00615,ECB_RS18375,ECB_RS03605,ECB_RS14575,ECB_RS03590,ECB_RS11270,ECB_RS03595,ECB_RS03600"
"60","GLYOXDEG-PWY",0.000176670505585988,0.00143164030388646,0.518848077743792,0.885663766120088,1.93846672506495,5,"ECB_RS15045,ECB_RS15040,ECB_RS15035,ECB_RS15025"
"61","GLYOXYLATE-BYPASS",0.142342342342342,0.241007194244604,0.156312403073186,0.569334631312418,1.32283791462043,6,"ECB_RS01520,ECB_RS15025,ECB_RS06660,ECB_RS20665,ECB_RS20660"
"62","HCAMHPDEG-PWY",0.0451388888888889,0.112847222222222,0.282013350011725,0.59226935348052,1.54872355567866,8,"ECB_RS01590,ECB_RS01595,ECB_RS01600,ECB_RS12805,ECB_RS12810,ECB_RS12800"
"63","HEME-BIOSYNTHESIS-II",0.973568281938326,0.982443292948581,0.0513223330421143,-0.268155801767617,-0.552370694297229,4,"ECB_RS19795,ECB_RS20580"
"64","HEMESYN2-PWY",0.984581497797357,0.987234042553191,0.0508054139066364,-0.250655341905815,-0.516321721645273,4,"ECB_RS19795,ECB_RS20580,ECB_RS19880"
"65","HEXITOLDEGSUPER-PWY",0.848896434634975,0.902672679362982,0.0456790414930062,0.201273916161324,0.700236173650287,21,"ECB_RS18300,ECB_RS10665,ECB_RS14595,ECB_RS10695,ECB_RS08930,ECB_RS15840,ECB_RS10700,ECB_RS15875,ECB_RS01735,ECB_RS08820"
"66","HISTSYN-PWY",0.000107665319664592,0.000937087041525152,0.538434096309916,-0.784635613355965,-2.24520962717538,9,"ECB_RS10195,ECB_RS10200,ECB_RS10205,ECB_RS10230,ECB_RS10210,ECB_RS10215,ECB_RS10225,ECB_RS10220"
"67","HOMOSER-METSYN-PWY",0.0928725701943845,0.180372347071738,0.216542836735348,-0.644952787806239,-1.47293088383812,5,"ECB_RS19625,ECB_RS20690,ECB_RS15225,ECB_RS20655"
"68","HOMOSERSYN-PWY",0.0143552669148737,0.0427023762657634,0.380730400722792,-0.788962076927184,-1.62517285598063,4,"ECB_RS00010,ECB_RS17375,ECB_RS20715"
"69","IDNCAT-PWY",0.263157894736842,0.378048780487805,0.11331290842208,0.641018766756032,1.16616685509556,3,"ECB_RS21990,ECB_RS21980,ECB_RS21985"
"70","ILEUSYN-PWY",0.0010133677327656,0.00541230493636173,0.45505986738723,-0.699214146411263,-2.04839191773803,10,"ECB_RS19325,ECB_RS19310,ECB_RS19315,ECB_RS19300,ECB_RS19305,ECB_RS00415"
"71","KDO-NAGLIPASYN-PWY",0.00147737964097844,0.00680753363980261,0.45505986738723,-0.65750508278825,-2.06582682701811,12,"ECB_RS14890,ECB_RS00930,ECB_RS12040,ECB_RS06320,ECB_RS00920,ECB_RS00935,ECB_RS02465,ECB_RS04870"
"72","KETOGLUCONMET-PWY",0.699099099099099,0.805965495738932,0.0573667426768556,0.352390373934057,0.818772162713292,6,"ECB_RS15250,ECB_RS21990,ECB_RS21980,ECB_RS21985"
"73","LCYSDEG-PWY",0.363436123348018,0.496555168527815,0.102821842840815,-0.515707123034011,-1.06229848366728,4,"ECB_RS12205,ECB_RS12240,ECB_RS15225"
"74","LEUSYN-PWY",0.0012702795842341,0.0063513979211705,0.45505986738723,-0.798497451033002,-1.95878672909962,6,"ECB_RS00385,ECB_RS00390,ECB_RS19305,ECB_RS00380,ECB_RS20885,ECB_RS00395"
"75","LIPA-CORESYN-PWY",0.213656387665198,0.317780070261529,0.139599673451922,-0.601769911504425,-1.23957811702668,4,"ECB_RS18410,ECB_RS18460,ECB_RS18465,ECB_RS18470"
